author_name,title,authors,publication,cited_by_value,year
Robert C. Williamson,Posterior Cramer-Rao bound for acoustic source tracking in reverberant environments,"EA Lehmann, RC Williamson","Technical report, National ICT Australia Technical Reports, 2007",2,2007
Robert C. Williamson,Introduction to the special issue on kernel methods,"N Cristianini, J Shawe-Taylor, RC Williamson","Journal of Machine Learning Research 2, 95-96, 2001",2,2001
Robert C. Williamson,The entropy regularization information criterion,"A Smola, J Shawe-Taylor, B Schölkopf, RC Williamson","Advances in Neural Information Processing Systems 12, 1999",2,1999
Robert C. Williamson,Some results in statistical learning theory with relevance to nonlinear system identification,RC Williamson,"IFAC Proceedings Volumes 31 (17), 431-436, 1998",2,1998
Robert C. Williamson,On the relationship between behavioural and standard methods for system identification,"E Weyer, RC Williamson, IMY Mareels","Automatica 34 (6), 801-804, 1998",2,1998
Robert C. Williamson,Broadband beamforming using elementary shape invariant beampatterns,"TD Abhayapala, RA Kennedy, RC Williamson","Proceedings of the 1998 IEEE International Conference on Acoustics, Speech …, 1998",2,1998
Robert C. Williamson,Frequency Invariant Broadband Beamforming with Exact Null Placement,"PJ Kootsookos, DB Ward, RC Williamson",,2,1996
Robert C. Williamson,An efficient calculation of the moments of matched and mismatched hidden Markov models,"M Karan, BDO Anderson, RC Williamson","IEEE transactions on signal processing 43 (10), 2422-2425, 1995",2,1995
Robert C. Williamson,"Neural networks, rational functions, and realization theory","U Helmke, RC Williamson","Mathematics of Control, Signals and Systems 8, 27-49, 1995",2,1995
Robert C. Williamson,Examples of learning curves from a modified VC-formalism,"A Kowalczyk, J Szymanski, P Bartlett, RC Williamson","Advances in Neural Information Processing Systems 8, 1995",2,1995
Robert C. Williamson,Fat-shattering and the learnabilityof real-valued functions (extendedabstract),"PL Bartlett, PM Long, RC Williamson","Proceedings of the SeventhAnnual ACM Conference on Computational Learning Theory, 1994",2,1994
Robert C. Williamson,Learning Nonlinearly Parametrized Decision Regions,"KL Halliwell, RC Williamson, IMV Mareels","IFAC Proceedings Volumes 26 (2), 357-360, 1993",2,1993
Robert C. Williamson,An approach to system identification based on risk minimization and behaviours,"E Weyer, RC Williamson, IMY Mareels","[1992] Proceedings of the 31st IEEE Conference on Decision and Control, 927-932, 1992",2,1992
Robert C. Williamson,Rational parametrizations of neural networks,"U Helmke, RC Williamson","Advances in Neural Information Processing Systems 5, 1992",2,1992
Robert C. Williamson,Probabilistic arithmetic and the distribution of functions of random variables,RC Williamson,"IASTED International Symposium on Signal Processing and its Applications …, 1987",2,1987
Robert C. Williamson,Towards a strictly frequentist theory of imprecise probability,"C Fröhlich, R Derr, RC Williamson","International Symposium on Imprecise Probability: Theories and Applications …, 2023",1,2023
Robert C. Williamson,The set structure of precision,"R Derr, RC Williamson","International Symposium on Imprecise Probability: Theories and Applications …, 2023",1,2023
Robert C. Williamson,The Set Structure of Precision: Coherent Probabilities on Pre-Dynkin-Systems,"R Derr, RC Williamson","arXiv preprint arXiv:2302.03522, 2023",1,2023
Robert C. Williamson,Strictly Frequentist Imprecise Probability,"C Fröhlich, R Derr, RC Williamson","arXiv preprint arXiv:2302.03520, 2023",1,2023
Robert C. Williamson,The geometry and calculus of losses,"RC Williamson, Z Cranko","arXiv preprint arXiv:2209.00238, 2022",1,2022
Robert C. Williamson,What killed the Convex Booster?,"Y Mansour, R Nock, RC Williamson","arXiv preprint arXiv:2205.09628, 2022",1,2022
Robert C. Williamson,"Process and Purpose, Not Thing and Technique: How to Pose Data Science Research Challenges",R Williamson,"PubPub 2 (3), 2020",1,2020
Robert C. Williamson,Engineering Circus Enchantment: Automagic Technology and Electrifying Performances in Fiction,"AS Jürgens, RC Williamson","Circus, Science and Technology: Dramatising Innovation, 159-183, 2020",1,2020
Robert C. Williamson,Minimax lower bounds for cost sensitive classification,"P Kamalaruban, RC Williamson","arXiv preprint arXiv:1805.07723, 2018",1,2018
Robert C. Williamson,Le cam meets LeCun: Deficiency and generic feature learning,"B van Rooyen, RC Williamson","arXiv preprint arXiv:1402.4884, 2014",1,2014
Robert C. Williamson,The convexity and design of composite multiclass losses,"M Reid, R Williamson, P Sun","arXiv preprint arXiv:1206.4663, 2012",1,2012
Robert C. Williamson,Convexity of Proper Composite Binary Losses,"M Reid, R Williamson","Proceedings of the Thirteenth International Conference on Artificial …, 2010",1,2010
Robert C. Williamson,Intrinsic Geometry of Stochastic Gradient Descent Algorithms,"RE Mahony, K Blackmore, KA Krakowski, RC Williamson","Unpublished, 2006",1,2006
Robert C. Williamson,Online Learning on Spheres,"KA Krakowski, RE Mahony, RC Williamson, MK Warmuth","Unpublished, 2005",1,2005
Robert C. Williamson,Hasty Congregational Gradient Descent,"KL Blackmore, SA Salisbury, RC Williamson, IMY Mareels",,1,2005
Robert C. Williamson,A principle for system identification in the behavioural framework,"E Weyer, RC Williamson, IMY Mareels","IFAC Proceedings Volumes 26 (2), 81-84, 1993",1,1993
Robert C. Williamson,Systems of Precision: Coherent Probabilities on Pre-Dynkin Systems and Coherent Previsions on Linear Subspaces,"R Derr, RC Williamson","Entropy 25 (9), 1283, 2023",,2023
Robert C. Williamson,"A General Framework for Learning under Corruption: Label Noise, Attribute Noise, and Beyond","L Iacovissi, N Lu, RC Williamson","arXiv preprint arXiv:2307.08643, 2023",,2023
Robert C. Williamson,RGB-2-Hyper-Spectral Image Reconstruction for Food Science Using Encoder/Decoder Neural Architectures,"R Williamson, JM Del Rincon, A Koidis, C Reaño","2023 IEEE Symposium on Computers and Communications (ISCC), 872-875, 2023",,2023
Robert C. Williamson,"Insights From Insurance for Fair Machine Learning: Responsibility, Performativity and Aggregates","C Fröhlich, RC Williamson","arXiv preprint arXiv:2306.14624, 2023",,2023
Robert C. Williamson,On the Richness of Calibration,"B Höltgen, RC Williamson","Proceedings of the 2023 ACM Conference on Fairness, Accountability, and …, 2023",,2023
Robert C. Williamson,The Geometry of Mixability,"AJC Pacheco, RC Williamson","arXiv preprint arXiv:2302.11905, 2023",,2023
Robert C. Williamson,The Geometry of Mixability,"AJ Cabrera Pacheco, RC Williamson","arXiv e-prints, arXiv: 2302.11905, 2023",,2023
Robert C. Williamson,Tailoring to the Tails: Risk Measures for Fine-Grained Tail Sensitivity,"RC Williamson, C Fröhlich","arXiv, 2023",,2023
Robert C. Williamson,Fairness and Randomness in Machine Learning: Statistical Independence and Relativization,"RC Williamson, R Derr","arXiv, 2022",,2022
Robert C. Williamson,Risk Measures and Upper Probabilities: Coherence and Stratification,"RC Williamson, C Fröhlich","arXiv, 2022",,2022
Robert C. Williamson,What killed the Convex Booster?,"RC Williamson, M Mansour, R Nock","arXiv, 2022",,2022
Robert C. Williamson,The AI of Ethics,RC Williamson,"The MIT Press, 2021",,2021
Robert C. Williamson,Proper-Composite Loss Functions in Arbitrary Dimensions,"Z Cranko, RC Williamson, R Nock","arXiv preprint arXiv:1902.06881, 2019",,2019
Robert C. Williamson,3.22 A Modular Theory of Feature Learning,RC Williamson,"Foundations of Unsupervised Learning, 106, 2016",,2016
Robert C. Williamson,Technology and Work,"M nic Ragnhail, RC Williamson",,,2014
Robert C. Williamson,Entropic Duality in Probability & Learning,"R Frongillo, B Williamson, N Mehta, B van Rooyen",,,2014
Robert C. Williamson,"Generalised Mixability, Constant Regret, and Bayesian Updating","MD Reid, RM Frongillo, RC Williamson","arXiv preprint arXiv:1403.2433, 2014",,2014
Robert C. Williamson,Strategy-Proof Prediction Markets,"A Ghoneim, RC Williamson","arXiv preprint arXiv:1212.5764, 2012",,2012
Robert C. Williamson,RESTful Health by Opening Confidential Data and Learning from Hackers,"H Suominen, L Zhu, M Reid, A Liu, B Williamson, L Hanlen",,,2012
Robert C. Williamson,Mixability is Bayes Risk Curvature Relative to Log Loss,R Williamson,,,2011
Robert C. Williamson,"The importance of convexity in learning with squared loss (vol 44, pg 1074, 1998)","WS Lee, PL Bartlett, RC Williamson","IEEE TRANSACTIONS ON INFORMATION THEORY 54 (9), 4395-4395, 2008",,2008
Robert C. Williamson,"Erratum:"" The importance of convexity in learning with squared loss""(IEEE Transactions on Information Theory)","WS Lee, PL Bartlett, RC Williamson",,,2008
Robert C. Williamson,Particle filter design using importance sampling for environments,"EA Lehmann, R Williamson","Hindawi Publishing Corporation, 2006",,2006
Robert C. Williamson,Channel equalization and the Bayes point machine,"E Harrington, J Kivinen, RC Williamson","2003 IEEE International Conference on Acoustics, Speech, and Signal …, 2003",,2003
Robert C. Williamson,Acoustic Beamforming Exploiting Directionality of Human Speech Sources,"R Williamson, T Betlehem","Institute of Electrical and Electronics Engineers (IEEE Inc), 2003",,2003
Robert C. Williamson,Loop removal form LDPC codes,"J McGowan, R Williamson","Institute of Electrical and Electronics Engineers (IEEE Inc), 2003",,2003
Robert C. Williamson,Erratum to book review: learning kernel classifiers,R Williamson,"Neural Networks 16 (1), 147-147, 2003",,2003
Robert C. Williamson,"Learning Kernel Classifiers-R. Herbrich (Ed.); MIT Press, 2002, ISBN: 0-262-08306-X, $40",R Williamson,"Neural Networks 15 (7), 930-930, 2002",,2002
Robert C. Williamson,Proceedings of the 14th Annual Conference on Computational Learning Theory and and 5th European Conference on Computational Learning Theory,"DP Helmbold, B Williamson","Springer-Verlag, 2001",,2001
Robert C. Williamson,Computational Learning Theory,DHB Williamson,,,2001
Robert C. Williamson,Nearfield Broadband Array Design Using a Radially Invariant Modal Expansioin,"R Kennedy, R Williamson, T Abhayapala","Acoustical Society of America, 2000",,2000
Robert C. Williamson,21 Entropy Numbers for Convex Combinations and MLPs,"AJ Smola, A e Elisseeff, RC Williamson","Advances in Large Margin Classifiers, 369, 2000",,2000
Robert C. Williamson,Large Margin Classification,"J Shawe-Taylor, B Williamson",,,1999
Robert C. Williamson,+ GMD FIRST,"B Schölkopf, J Shawe-Taylor, AJ Smola, RC Williamson","ICANN99: Ninth International Conference on Artificial Neural Networks; 7-10 …, 1999",,1999
Robert C. Williamson,Classification on Proximity Data with LP-Machines,"P Bartlett, KR Müller, K Obermayer, R Williamson","ICANN99: Ninth International Conference on Artificial Neural Networks; 7-10 …, 1999",,1999
Robert C. Williamson,AN ANALYSIS OF THE EXPONENTIATED GRADIENT DESCENT ALGORITHM,RC Williamson,"Proceedings, 379, 1999",,1999
Robert C. Williamson,Spatial aliasing for near-field sensor arrays,"R Kennedy, R Williamson, T Abhayapala","Institute of Electrical and Electronics Engineers (IEEE Inc), 1999",,1999
Robert C. Williamson,Sample Complexity of Stochastic Least Squares System Identification,"I Mareels, R Williamson","Institute of Electrical and Electronics Engineers (IEEE Inc), 1999",,1999
Robert C. Williamson,Noise Modelling for Nearfield Array gain Optimization,"R Kennedy, R Williamson, T Abhayapala","Institute of Electrical and Electronics Engineers (IEEE Inc), 1999",,1999
Robert C. Williamson,"Lower bounds on VC-dimension of smoothly parameterized function classes (vol 7, pg 1040, 1995)","WS Lee, PL Bartlett, RC Williamson","Neural Computation 9 (4), 765-769, 1997",,1997
Robert C. Williamson,"Signals, and Systems","KL Blackmore, RC Williamson, IMY Mareels, WA Sethares","Math. Control Signals Systems 10, 331-363, 1997",,1997
Robert C. Williamson,AN ADAPTIVE ALGORITHM FOR BROADBAND FREQUENCY INVARIANT,"RA Kennedy, RC Williamson",,,1997
Robert C. Williamson,article no. 0044,"A Amir, M Andries, E Astesiano, BS Baker, PL Bartlett, C Beeri, G Benson, ...","journal of computer and system sciences 52, 613, 1996",,1996
Robert C. Williamson,"Proceedings of the Seventh Australian Conference on Neural Networks: ACNN'96, Canberra, 10-12 April 1996","RC Williamson, AN Burkitt, PL Bartlett","Australian National University, 1996",,1996
Robert C. Williamson,Hasty Congregational Gradient Descent for Online Optimisation,"KL Blackmore, RC Williamson, IMY Mareels","Proceedings of the Second Biennial Australian Engineering Mathematics …, 1996",,1996
Robert C. Williamson,Sample complexity of stochastic least squares system identification,"E Weyer, RC Williamson, IMY Mareels",,,1995
Robert C. Williamson,A simple calculation of the joint moments of hidden Markov models,"M Karan, BDO Anderson, RC Williamson","Proceedings of ICASSP'94. IEEE International Conference on Acoustics, Speech …, 1994",,1994
Robert C. Williamson,Robustness of maximum likelihood frequency estimators under model errors,"M Karan, RC Williamson, RDO Anderson","Proceedings of 32nd IEEE Conference on Decision and Control, 3034-3039, 1993",,1993
Robert C. Williamson,Perceptron Learning with Reasonable Distributions of Examples,"PL Bartlett, RC Williamson","Artificial Neural Networks, 1033-1036, 1991",,1991
Robert C. Williamson,EFFICIENT SOFTWARE IMPLEMENTATION OF CYCLIC CONVOLUTION ALGORITHMS BASED ON POLYNOMIAL TRANSFORMS.,"RC Williamson, LC Westphal","IREECON International (Convention Digest)(Institution of Radio and …, 1985",,1985
Robert C. Williamson,Software implementation of polynomial transform based convolution algorithms,RC Williamson,"University of Queensland, 1985",,1985
Robert C. Williamson,IV. LOW TEMPERATURE PHYSICS,"E Maxwell, JF Cochran, WM Whitney, M Garber, WH Glenn Jr, ...","Quarterly Progress Report 58, 69, 1960",,1960
Robert C. Williamson,"Supplementary Material for ‘Constant Regret, Generalized Mixability, and Mirror Descent’","Z Mhammedi, RC Williamson",,,
Robert C. Williamson,Degrees of Supervision,"DG García, RC Williamson",,,
Robert C. Williamson,2019 년도 정기총회 및 추계학술대회,RC Williamson,,,
Robert C. Williamson,Lossless or Quantized Boosting with Integer Arithmetic,"RC Williamson, R Nock",,,
Robert C. Williamson,Ы бда з в ж а о и гв гйв зЃ,"RC Яilliamsonо, J Shawe-Taylor, AJ Smolaо, S eorge House",,,
Robert C. Williamson,MAKING SENSE OF DATA VISION,B Williamson,,,
Robert C. Williamson,Inductive Principles,RC Williamson,,,
Robert C. Williamson,SESSION L: POSTER SESSION I1-ICASSP’03 PAPERS,"EA Lehmann, RC Williamson",,,
Robert C. Williamson,Learning from Corrupted Binary Labels via Class-Probability Estimation (Full Version),"AK Menon, B van Rooyen, CS Ong, RC Williamson",,,
Robert C. Williamson,Rewards for Honesty with Implication for Prediction,"F Lu, B Williamson, M Reid","sign (2η− 1) 1, 2, 0",,
Robert C. Williamson,"Computational learning theory (Amsterdam, 16-19 July 2001)","D Helmbolt, B Williamson","Lecture notes in computer science, 0",,
Robert C. Williamson,Frequency-Domain Maximum Likelihood Estimation for Automatic Speech Recognition in Additive and Convolutive,"BD Radlovic, RC Williamson, RA Kennedy",,,
Robert C. Williamson,Beamformers,"DB Ward, RA Kennedy, RC Williamson",,,
Robert C. Williamson,"Shrinking the Tube: A New Support Vector Regression Algorithm Ikoma-shi, Nara 630-0101, Japan","B Scholkopf, AJ Smola, PL Bartlett, R Williamson",,,
Robert C. Williamson,Sample Complexity versus Approximation Error,"PL Bartlett, RC Williamson",,,
Robert C. Williamson,FARFIELD ARRAY WEIGHT REDESIGN FOR NEARFIELD BEAMFORMING,"TDARA Kennedy, RC Williamson",,,
Robert C. Williamson,On Distribution Classes Induced by Probabilistic Automata (student submission),"O Guttman, SVN Vishwanathan, RC Williamson",,,
Robert C. Williamson,"Logic, Trees and Kernels","A Kowalczyk, AJ Smola, RC Williamson",,,
