author_name,title,authors,publication,cited_by_value,year
Philipp Hennig,"Dagstuhl Reports, Vol. 6, Issue 11 ISSN 2192-5283","M Lewenstein, S Pettie, VV Williams, SH Hong, M Kaufmann, ...",,,2017
Philipp Hennig,Bayesian Solution Uncertainty Quantification for Differential Equations,"M Schober, P Hennig","BAYESIAN ANALYSIS 11 (4), 1292-1293, 2016",,2016
Philipp Hennig,Probabilistic Numerical Analysis in Riemannian Statistics.,"P Hennig, S Hauberg","CoRR, 2013",,2013
Philipp Hennig,Csaba Szepesvári University of Alberta,"A Geramifard, A Lazaric, A Farahmand, AD Salles, AMH Barreto, ...",,,2012
Philipp Hennig,Bayesian Numerical Integration with Neural Networks (Supplementary Material),"K Ott, M Tiemann, P Hennig, FX Briol",,,
Philipp Hennig,Fast Predictive Uncertainty for Classification with Bayesian Deep Networks (Supplementary material),"M Hobbhahn, A Kristiadi, P Hennig",,,
Philipp Hennig,Curvature-Aware Gradient Filtering,RTQ Chen,,,
Philipp Hennig,Supplementary Material: Probabilistic Linear Solvers for Machine Learning,"J Wenger, P Hennig",,,
Philipp Hennig,Modular Block-diagonal Curvature Approximations for Feedforward Architectures (Supplementary Material),"F Dangel, S Harmeling, P Hennig",,,
Philipp Hennig,Previous Seminars in Computational Engineering Contact: Kate Nelson CCE Headquarters 77 Massachusetts Avenue,P Hennig,,,
Philipp Hennig,Probabilistic shortest path tractography in DTI using Gaussian Process ODE solvers—Supplementary Material—,"M Schober, N Kasenburg, A Feragen, P Hennig, S Hauberg",,,
Philipp Hennig,Information-Greedy Global Optimization,"P Hennig, CJ Schuler",,,
Philipp Hennig,Gaussian Approximations for Discrete Bayesian Reinforcement Learning,"P Hennig, DH Stern, T Graepel",,,
Philipp Hennig,Monte Carlo Temperature Discovery Search for Combinatorial Games,P Hennig,,,
