author_name,title,authors,publication,cited_by_value,year
Hendrik P. A. Lensch,Be water my friend: mesh assimilation,"DR Bukenberger, HPA Lensch","The Visual Computer 37 (9-11), 2725-2739, 2021",2,2021
Hendrik P. A. Lensch,On Near Optimal Lattice Quantization of Multi‐Dimensional Data Points,"M Finckh, H Dammertz, HPA Lensch","Computer Graphics Forum 33 (1), 271-281, 2014",2,2014
Hendrik P. A. Lensch,Adaptive DOF for plenoptic cameras,"A Oberdörster, HPA Lensch","Multimedia Content and Mobile Devices 8667, 528-539, 2013",2,2013
Hendrik P. A. Lensch,A shaped temporal filter camera,"M Fuchs, T Chen, O Wang, R Raskar, H Lensch, HP Seidel","Max-Planck-Institut für Informatik, 2009",2,2009
Hendrik P. A. Lensch,Transparent and reflective scene reconstruction,"MI Ihrke, K Kutulakos, H Lensch, M Magnor, W Heidrich","EUROGRAPHICS STAR–State of The Art Report 2, 2008",2,2008
Hendrik P. A. Lensch,Massively Parallel Computing with Cuda,"H Lensch, R Strzodka",,2,2008
Hendrik P. A. Lensch,Virtualizing real-world objects,"HPA Lensch, J Kautz, M Goesele, J Lang, HP Seidel","Proceedings Computer Graphics International 2003, 134-141, 2003",2,2003
Hendrik P. A. Lensch,Measuring spatial variation with complex BRDFs,HPA Lensch,"Acquiring Material Models Using Inverse Rendering, 2002",2,2002
Hendrik P. A. Lensch,Digital collections of real world objects,"HPA Lensch, M Goesele, HP Seidel","D-Lib Magazine 8 (2), 2002",2,2002
Hendrik P. A. Lensch,Beiträge der Computergraphik zur Realisierung eines verallgemeinerten Dokumentbegriffs,"W Straßer, HP Seidel, R Schneider, I Peter, G Müller, HPA Lensch, ...","it-Information Technology 42 (6), 8-16, 2000",2,2000
Hendrik P. A. Lensch,Zero-shot Translation of Attention Patterns in VQA Models to Natural Language,"L Salewski, A Koepke, H Lensch, Z Akata","arXiv preprint arXiv:2311.05043, 2023",1,2023
Hendrik P. A. Lensch,Dual-Query Multiple Instance Learning for Dynamic Meta-Embedding based Tumor Classification,"S Holdenried-Krafft, P Somers, IA Montes-Majarro, D Silimon, C Tarín, ...","arXiv preprint arXiv:2307.07482, 2023",1,2023
Hendrik P. A. Lensch,Diverse Video Captioning by Adaptive Spatio-temporal Attention,"Z Ghaderi, L Salewski, HPA Lensch","DAGM German Conference on Pattern Recognition, 409-425, 2022",1,2022
Hendrik P. A. Lensch,An unstructured lumigraph based approach to the SVBRDF estimation problem,"BT Andrade, B Resch, HPA Lensch, ORP Bellon, L Silva","Computers & Graphics 93, 95-107, 2020",1,2020
Hendrik P. A. Lensch,Dense and scalable reconstruction from unstructured videos with occlusions,"J Wei, B Resch, HPA Lensch","Proceedings of the conference on Vision, Modeling and Visualization, 53-60, 2017",1,2017
Hendrik P. A. Lensch,EmoTune-Changing Emotional Response to Images,"K Schwarz, C Fuchs, M Finckh, HPA Lensch","Color and Imaging Conference 25, 317-323, 2017",1,2017
Hendrik P. A. Lensch,Acquiring 4D light fields of self-luminous extended light sources using programmable filter,"M Nakamura, S Oya, T Okabe, HPA Lensch","IEICE TRANSACTIONS on Information and Systems 99 (9), 2360-2367, 2016",1,2016
Hendrik P. A. Lensch,On Practical Sampling of Bidirectional Reflectance,JB Nielsen,"Technical University of Denmark, 2016",1,2016
Hendrik P. A. Lensch,Anamorphic pixels for multi-channel superresolution,"A Oberdörster, P Favaro, HPA Lensch","2014 IEEE International Conference on Computational Photography (ICCP), 1-10, 2014",1,2014
Hendrik P. A. Lensch,Projectors for graphics,"O Bimber, R Raskar, A Majumder, HPA Lensch","ACM SIGGRAPH 2008 classes, 1-4, 2008",1,2008
Hendrik P. A. Lensch,"Efficient cloth modeling and rendering, in ‘Rendering techniques 2001: proceedings of the Eurographics workshop in London, United Kingdom, June 25-27, 2001’","K Daubert, H Lensch, W Heidrich","Springer Verlag Wien, 2001",1,2001
Hendrik P. A. Lensch,ViPE: Visualise Pretty-much Everything,"H Shahmohammadi, A Ghosh, H Lensch","arXiv preprint arXiv:2310.10543, 2023",,2023
Hendrik P. A. Lensch,Dual-Query Multiple Instance Learning for Dynamic Meta-Embedding based Tumor Classification,"H Lensch, S Holdenried-Krafft, P Somers, IA Montes-Mojarro, D Silimon, ...","ar, 2023",,2023
Hendrik P. A. Lensch,STAR-Track: Latent Motion Models for End-to-End 3D Object Tracking with Adaptive Spatio-Temporal Appearance Representations,"H Lensch, S Doll, N Hanselmann, L Schneider, R Schulz, M Enzweiler","arXiv, 2023",,2023
Hendrik P. A. Lensch,STAR-Track: Latent Motion Models for End-to-End 3D Object Tracking with Adaptive Spatio-Temporal Appearance Representations,"S Doll, N Hanselmann, L Schneider, R Schulz, M Enzweiler, H Lensch","arXiv preprint arXiv:2306.17602, 2023",,2023
Hendrik P. A. Lensch,CANDID: Correspondence AligNment for Deep-burst Image Denoising,"A Mallick, R Braun, HPA Lensch","2023 20th Conference on Robots and Vision (CRV), 241-247, 2023",,2023
Hendrik P. A. Lensch,Cystoscopic depth estimation using gated adversarial domain adaptation,"P Somers, S Holdenried-Krafft, J Zahn, J Schüle, C Veil, N Harland, ...","Biomedical Engineering Letters, 1-11, 2023",,2023
Hendrik P. A. Lensch,Supplementary material: Dual-Query Multiple Instance Learning for Dynamic Meta-Embedding based Tumor Classification,"S Holdenried-Krafft, P Somers, IA Montes-Majarro, D Silimon, C Tarín, ...",,,2023
Hendrik P. A. Lensch,Visual Grounding of Inter-lingual Word-Embeddings,"M Wafaa, H Shahmohammadi, H Lensch, RH Baayen","arXiv, 2022",,2022
Hendrik P. A. Lensch,Visual Grounding of Inter-lingual Word-Embeddings,"W Mohammed, H Shahmohammadi, H Lensch, RH Baayen","arXiv preprint arXiv:2209.03714, 2022",,2022
Hendrik P. A. Lensch,"Visual grounding of abstract and concrete words: A response to G\"" unther et al.(2020)","H Shahmohammadi, M Heitmeier, E Shafaei-Bajestan, H Lensch, ...","arXiv preprint arXiv:2206.15381, 2022",,2022
Hendrik P. A. Lensch,GGNN: Graph-Based GPU Nearest Neighbor Search,"H Lensch, F Groh, L Ruppert, P Wieschollek","IEEE Transactions on Big Data 9 (1), 2022",,2022
Hendrik P. A. Lensch,Local Attention Guided Joint Depth Upsampling,"A Mallick, A Engelhardt, R Braun, HPA Lensch","Vision, Modeling, and Visualization, 135-1439, 2022",,2022
Hendrik P. A. Lensch,Organoide zur Weiterentwicklung der intraoperativen Diagnostik,"N Harland, B Amend, N Lipke, SY Brucker, F Fend, A Herkommer, ...","Der Urologe. Ausg. A. 60 (9), 1159-1166, 2021",,2021
Hendrik P. A. Lensch,Organoids for the advancement of intraoperative diagnostic procedures,"N Harland, B Amend, N Lipke, SY Brucker, F Fend, A Herkommer, ...","Der Urologe 60, 1159-1166, 2021",,2021
Hendrik P. A. Lensch,Tetrahedra of varying density and their applications,"H Lensch, DR Bukenberger","The Visual Computer, 2021",,2021
Hendrik P. A. Lensch,EMCA: Explorer of Monte Carlo based Algorithms.,"L Ruppert, C Kreisl, N Blank, S Herholz, HPA Lensch","VMV, 109-116, 2021",,2021
Hendrik P. A. Lensch,Systems and methods for facilitating three-dimensional reconstruction of scenes from videos,"B Resch, H Lensch, M Pollefeys, O Wang, AS Hornung","US Patent 10,057,561, 2018",,2018
Hendrik P. A. Lensch,Backscattering elimination in fog for advanced driver assistance systems with LED matrix headlights,"M Bürker, HPA Lensch","2016 IEEE 19th International Conference on Intelligent Transportation …, 2016",,2016
Hendrik P. A. Lensch,Scene-Based Non-Uniformity Correction with Readout Noise Compensation,"M Bürker, HPA Lensch","Image and Video Technology: 7th Pacific-Rim Symposium, PSIVT 2015, Auckland …, 2016",,2016
Hendrik P. A. Lensch,Rotoscoping on Stereoscopic Images and Videos.,"DR Bukenberger, K Schwarz, F Groh, HPA Lensch","VMV, 111-118, 2015",,2015
Hendrik P. A. Lensch,Illumination and Light Transport.,"M Fuchs, HPA Lensch","Digital Representations of the Real World, 79-89, 2015",,2015
Hendrik P. A. Lensch,Camera Sensor Pipeline.,"J Kautz, HPA Lensch, C Loscos, P Bekaert","Digital Representations of the Real World, 3-22, 2015",,2015
Hendrik P. A. Lensch,Recording light fields with microoptical systems,"A Oberdörster, A Brückner, HPA Lensch","Technical Digest of the Eighteenth Microoptics Conference, 1-2, 2013",,2013
Hendrik P. A. Lensch,An efficient parallel strategy for matching visual self-similarities in large image databases,"K Schwarz, T Häußler, HPA Lensch","Computer Vision–ECCV 2012. Workshops and Demonstrations: Florence, Italy …, 2012",,2012
Hendrik P. A. Lensch,Graphical Interface Models for Procedural Mesh Growing.,"S Menz, H Dammertz, J Hanika, M Weber, HPA Lensch","VMV, 17-24, 2010",,2010
Hendrik P. A. Lensch,Proceedings of the Twentieth Eurographics conference on Rendering,"HPA Lensch, PP Sloan","Eurographics Association, 2009",,2009
Hendrik P. A. Lensch,"Eurographics Symposium on Rendering 2009 Girona, Spain June 29th-July 1st, 2009 Preface","H Lensch, PP Sloan","COMPUTER GRAPHICS FORUM 28 (4), 2009",,2009
Hendrik P. A. Lensch,Capturing and Reconstructing the Appearance of Complex 3D Scenes,C Fuchs,"Fuchs, Christian, 2009",,2009
Hendrik P. A. Lensch,Acquisition and analysis of bispectral bidirectional reflectance distribution functions,"MB Hullin, B Ajdin, J Hanika, HP Seidel, J Kautz, H Lensch","Max-Planck-Institut für Informatik, 2009",,2009
Hendrik P. A. Lensch,The Use of Precomputed Triangle Clusters for Accelerated Ray Tracing in Dynamic Scenes,"HPA Lensch, PP Sloan",,,2009
Hendrik P. A. Lensch,Session details: SIGGRAPH Core: Projectors for graphics,"R Raskar, A Majumder, HPA Lensch, O Bimber","ACM SIGGRAPH 2008 classes, 2008",,2008
Hendrik P. A. Lensch,Projector-based illumination for 3D scene modeling,HPA Lensch,"ACM SIGGRAPH 2008 classes, 1-85, 2008",,2008
Hendrik P. A. Lensch,"Eurographics Symposium on Rendering 2008: Sarajevo, Bosnia and Herzegovina, June 23rd-June 25th, 2008","Symposium on Rendering. 19, 2008, Sarajevo","Blackwell, 2008",,2008
Hendrik P. A. Lensch,Graphics Interface,"MA Granados Velásquez, HP Seidel, H Lensch","Untitled Event, 33-40, 2008",,2008
Hendrik P. A. Lensch,Tutorial Notes EUROGRAPHICS 2007 Tutorial 6,"HPA Lensch, M Goesele, G Müller",,,2007
Hendrik P. A. Lensch,"Vision, Modeling, and Visualization 2007","H Lensch, B Rosenhahn, HP Seidel, P Slusallek, J Weickert","Vision, Modeling, and Visualization 2007, 2007",,2007
Hendrik P. A. Lensch,Appearance capture & editing,H Lensch,"ACM Transactions on Graphics, 2007",,2007
Hendrik P. A. Lensch,Session details: Realistic materials in computer graphics,"HPA Lensch, M Goesele","ACM SIGGRAPH 2005 Courses, 2005",,2005
Hendrik P. A. Lensch,"Akkouche, Samir, 166","P Alliez, NI Badler, A Barbier, B Barsky, A Bartesaghi, A Baumberg, ...","Graphical Models 67, 622, 2005",,2005
Hendrik P. A. Lensch,"of Proceedings: EUROGRAPHICS 2003 (EUROGRAPHICS-03): the European Association for Computer Graphics, 24th Annual Conference","H Lensch, J Lang, AM Sá, HP Seidel","Blackwell, 2003",,2003
Hendrik P. A. Lensch,"The 3D Object Pipeline–Capturing, Processing and Interactive Display of Objects with Complex Appearance (Die 3D-Objekt-Pipeline–Akquisition, Verarbeitung und interaktive …","HPA Lensch, M Goesele, J Kautz, HP Seidel","it-Information Technology 44 (6), 322-330, 2002",,2002
Hendrik P. A. Lensch,"Tutorial notes ACM SM 02: a framework for the acquisition, processing and interactive display of high quality 3D models","M Goesele, J Kautz, J Lang, H Lensch, HP Seidel","Max-Planck-Institut für Informatik, 2002",,2002
Hendrik P. A. Lensch,"7th ACM Symposium on Solid Modeling and Applications; Tutorial T2: A Framework for the Acquisition, Processing and Interactive Display of High Quality 3D Models","M Goesele, J Kautz, J Lang, H Lensch, HP Seidel","Untitled Event, 2002",,2002
Hendrik P. A. Lensch,3D Data Acquisition-Eurographics 2002 Tutorial Notes,"R Scopigno, C Andujar, M Goesele, H Lensch","Untitled Event, 2002",,2002
Hendrik P. A. Lensch,7th ACM Symposium on Solid Modeling and Applications; Tutorial T1: Geometric Algorithms for Planning and Simulation Tasks in Virtual Prototyping,"M Goesele, J Kautz, J Lang, H Lensch, HP Seidel, E Schömer, J Reichel, ...","7th ACM Symposium on Solid Modeling and Applications, 2002",,2002
Hendrik P. A. Lensch,"Die 3D-Objekt-Pipeline--Akquisition, Verarbeitung und interaktive Darstellung von Objekten mit komplexem Aussehen","HPA Lensch, M Goesele, J Kautz, HP Seidel","Informationstechnik und Technische Informatik 44 (6), 322-330, 2002",,2002
Hendrik P. A. Lensch,"Digital Preservation and Deep Infrastructure; Dublin Core Metadata Initiative Progress Report and Workplan for 2002; Video Gaming, Education and Digital Learning Technologies …","S Granger, M Dekkers, SL Weibel, J Kirriemuir, H Lensch, M Goesele, ...","D-Lib Magazine 8 (2), n2, 2002",,2002
Hendrik P. A. Lensch,of Proceedings: Rendering Techniques 2001: Proceedings of the 12th Eurographics Workshop on Rendering,"H Lensch, J Kautz, M Goesele, W Heidrich, HP Seidel","Springer, 2001",,2001
Hendrik P. A. Lensch,"Grammalidis, Nikos, 333","J Gregor, V Adzhiev, NI Badler, B Barsky, B Bashforth, MP Cani, C Chen, ...","Graphical Models 63, 480, 2001",,2001
Hendrik P. A. Lensch,3D model acquisition including reflection properties,"HPA Lensch, J Kautz, M Goesele, HP Seidel","Proceedings of the ECDL Workshop Generalized Documents, 1-6, 2001",,2001
Hendrik P. A. Lensch,"Tutorial Notes for the DAGM 2001 A Framework for the Acquisition, Processing and Interactive Display of High Quality 3D Models","HPA Lensch, M Goesele, HP Seidel","MPI Informatik, Bibliothek & Dokumentation, 2001",,2001
Hendrik P. A. Lensch,Beitrage-Papers-Computer Graphics Research Contributing to the Development of Truly'Generalized Documents',"DW Fellner, J Haber, S Havemann, L Kobbelt, HPA Lensch, G Muller, ...","Informationstechnik und Technische Informatik 42 (6), 8-16, 2000",,2000
Hendrik P. A. Lensch,of Proceedings: Rendering Techniques' 99: Proceedings of the 10th Eurographics Workshop on Rendering (EGRW-99),"W Heidrich, H Lensch, M Cohen, HP Seidel","Springer, 1999",,1999
Hendrik P. A. Lensch,"ACM SIGCOMM'98 Proceedings: Applications, Technologies, Architectures, and Protocols for Computer Communication, Vancouver, British Columbia, Canada, September 2 to September 4 …",Association for Computing Machinery. Special Interest Group on Data ...,"Association for Computing Machinery (ACM) 28 (4-5), 1998",,1998
Hendrik P. A. Lensch,Zero-shot Translation of Attention Patterns in VQA Models to Natural Language,HPA Lensch,,,
Hendrik P. A. Lensch,"“A reflectance display” by Glasner, Zickler and Levin",HPA Lensch,,,
Hendrik P. A. Lensch,"“A compressive light field projection system” by Hirsch, Wetzstein and Raskar",HPA Lensch,,,
Hendrik P. A. Lensch,"“Cascaded displays: spatiotemporal superresolution using offset pixel layers” by Heide, Lanman, Reddy, Kautz, Pulli, et al.…",HPA Lensch,,,
Hendrik P. A. Lensch,"“Eyeglasses-free display: towards correcting visual aberrations with computational light field displays” by Huang, Wetzstein, Barsky and Raskar",HPA Lensch,,,
Hendrik P. A. Lensch,Supplementary Material for SAMURAI: Shape And Material from Unconstrained Real-world Arbitrary Image collections,"M Boss, A Engelhardt, A Kar, Y Li, D Sun, JT Barron, HPA Lensch, ...",,,
Hendrik P. A. Lensch,Supplementary Material for Neural-PIL: Neural Pre-Integrated Lighting for Reflectance Decomposition,"M Boss, V Jampani, R Braun, C Liu, JT Barron, HPA Lensch",,,
Hendrik P. A. Lensch,Session details: Deblurring & dehazing,H Lensch,,,
Hendrik P. A. Lensch,Session details: Appearance capture & editing,H Lensch,,,
Hendrik P. A. Lensch,Supplementary Material for NeRD: Neural Reflectance Decomposition from Image Collections,"M Boss, R Braun, V Jampani, JT Barron, C Liu, HPA Lensch",,,
Hendrik P. A. Lensch,Real-time Room Reverb in Large Scenes Using Transport Path Precomputation,"G Mückl, C Dachsbacher",,,
Hendrik P. A. Lensch,Supplementary Document for Two-shot Spatially-varying BRDF and Shape Estimation,"M Boss, V Jampani, K Kim, HPA Lensch, J Kautz",,,
Hendrik P. A. Lensch,Textures Revisited (REVISED paper number 357),"H Yamauchi, HPA Lensch, J Haber, HP Seidel",,,
Hendrik P. A. Lensch,Robust Large-scale Video Synchronization without Annotations,"P Wieschollek, I Freeman, HPA Lensch",,,
Hendrik P. A. Lensch,Current Research Groups,"S Panel, C Stoll, R Strzodka, T Thormählen, T Weinkauf, M Müller, ...",,,
Hendrik P. A. Lensch,Jongmin Baek (Ph. D.),"J Baek, AB Adams, J Dolson, E Talvala, SH Park, DE Jacobs, B Ajdin, ...",,,
Hendrik P. A. Lensch,Interactive Light Field Editing and Compositing,"B Chen, D Horn, G Ziegler, HPA Lensch",,,
Hendrik P. A. Lensch,Tutorial Notes for ACM Solid Modeling 2002,"M Goesele, J Kautz, J Lang, HPA Lensch, HP Seidel",,,
Hendrik P. A. Lensch,"Marcus A. Magnor Jochen Lang Hans-Peter Seidel Max-Planck-Institut für Informatik Saarbrücken, Germany lensch, goesele, bekaert, jnkautz, magnor, lang, hpseidel@ mpi-sb. mpg. de",HPA Lensch,,,
Hendrik P. A. Lensch,Revolutionary Panoramas,"H Lensch, PP Sloan",,,
Hendrik P. A. Lensch,Background estimation from photographs,"M Granados, HP Seidel, HPA Lensch",,,
Hendrik P. A. Lensch,Bounded Radiosity with A ne Arithmetic,H Lensch,,,
