author_name,title,authors,publication,cited_by_value,year
Bernhard Schölkopf,Transition from the locked in to the completely locked-in state: a physiological analysis,"AR Murguialday, J Hill, M Bensch, S Martens, S Halder, F Nijboer, ...","Clinical Neurophysiology 122 (5), 925-933, 2011",208,2011
Bernhard Schölkopf,On the fairness of disentangled representations,"F Locatello, G Abbati, T Rainforth, S Bauer, B Schölkopf, O Bachem","Advances in neural information processing systems 32, 2019",202,2019
Bernhard Schölkopf,Crowdsourced analysis of clinical trial data to predict amyotrophic lateral sclerosis progression,"R Küffner, N Zach, R Norel, J Hawe, D Schoenfeld, L Wang, G Li, L Fang, ...","Nature biotechnology 33 (1), 51-57, 2015",202,2015
Bernhard Schölkopf,Inferring deterministic causal relations,"P Daniusis, D Janzing, J Mooij, J Zscheischler, B Steudel, K Zhang, ...","arXiv preprint arXiv:1203.3475, 2012",198,2012
Bernhard Schölkopf,Multi-source domain adaptation: A causal view,"K Zhang, M Gong, B Schölkopf","Proceedings of the AAAI Conference on Artificial Intelligence 29 (1), 2015",197,2015
Bernhard Schölkopf,Towards a learning theory of cause-effect inference,"D Lopez-Paz, K Muandet, B Schölkopf, I Tolstikhin","International Conference on Machine Learning, 1452-1461, 2015",193,2015
Bernhard Schölkopf,Support vector regression with automatic accuracy control,"B Schölkopf, P Bartlett, A Smola, R Williamson","ICANN 98: Proceedings of the 8th International Conference on Artificial …, 1998",192,1998
Bernhard Schölkopf,Movement templates for learning of hitting and batting,"J Kober, K Mulling, O Krömer, CH Lampert, B Schölkopf, J Peters","ICRA, 853 - 858, 2010",191,2010
Bernhard Schölkopf,Center-surround patterns emerge as optimal predictors for human saccade targets,"W Kienzle, MO Franz, B Schölkopf, FA Wichmann","Journal of vision 9 (5), 7-7, 2009",191,2009
Bernhard Schölkopf,Advances in neural information processing systems,"S Mika, G Rätsch, B Weston, B Schölkopf, AJ Smola, K Müller","Advances in neural information processing systems, 526-542, 2000",188,2000
Bernhard Schölkopf,Self-supervised learning with data augmentations provably isolates content from style,"J Von Kügelgen, Y Sharma, L Gresele, W Brendel, B Schölkopf, ...","Advances in neural information processing systems 34, 16451-16467, 2021",186,2021
Bernhard Schölkopf,Probabilistic movement modeling for intention inference in human–robot interaction,"Z Wang, K Mülling, MP Deisenroth, H Ben Amor, D Vogt, B Schölkopf, ...","The International Journal of Robotics Research 32 (7), 841-858, 2013",186,2013
Bernhard Schölkopf,Face detection---efficient and rank deficient,"W Kienzle, M Franz, B Schölkopf, G Bakir","Advances in Neural Information Processing Systems 17, 2004",186,2004
Bernhard Schölkopf,Causal inference on discrete data using additive noise models,"J Peters, D Janzing, B Scholkopf","IEEE Transactions on Pattern Analysis and Machine Intelligence 33 (12), 2436 …, 2011",183,2011
Bernhard Schölkopf,Asymptotically optimal choice of ε-loss for support vector machines,"AJ Smola, N Murata, B Schölkopf, KR Müller","ICANN 98: Proceedings of the 8th International Conference on Artificial …, 1998",183,1998
Bernhard Schölkopf,An empirical analysis of domain adaptation algorithms for genomic sequence analysis,"G Schweikert, G Rätsch, C Widmer, B Schölkopf","Advances in neural information processing systems 21, 2008",180,2008
Bernhard Schölkopf,RASE: recognition of alternatively spliced exons in C.elegans,"G Rätsch, S Sonnenburg, B Schölkopf","Bioinformatics 21 (suppl_1), i369-i377, 2005",180,2005
Bernhard Schölkopf,Kernel-based tests for joint independence,"N Pfister, P Bühlmann, B Schölkopf, J Peters","Journal of the Royal Statistical Society Series B: Statistical Methodology …, 2018",179,2018
Bernhard Schölkopf,Optimization of k‐space trajectories for compressed sensing by Bayesian experimental design,"M Seeger, H Nickisch, R Pohmann, B Schölkopf","Magnetic Resonance in Medicine: An Official Journal of the International …, 2010",179,2010
Bernhard Schölkopf,Interpolated policy gradient: Merging on-policy and off-policy gradient estimation for deep reinforcement learning,"SS Gu, T Lillicrap, RE Turner, Z Ghahramani, B Schölkopf, S Levine","Advances in neural information processing systems 30, 2017",177,2017
Bernhard Schölkopf,"Semi-supervised learning, vol. 2","O Chapelle, B Schölkopf, A Zien","MIT Press, Cambridge. Cortes C, and Mohri M, et al.(2014) Domain adaptation …, 2006",177,2006
Bernhard Schölkopf,MR-based PET attenuation correction for PET/MR imaging,"I Bezrukov, F Mantlik, H Schmidt, B Schölkopf, BJ Pichler","Seminars in nuclear medicine 43 (1), 45-59, 2013",175,2013
Bernhard Schölkopf,A unifying view of Wiener and Volterra theory and polynomial kernel regression,"MO Franz, B Schölkopf","Neural computation 18 (12), 3097-3118, 2006",173,2006
Bernhard Schölkopf,Causal inference on time series using restricted structural equation models,"J Peters, D Janzing, B Schölkopf","Advances in neural information processing systems 26, 2013",171,2013
Bernhard Schölkopf,Kernel PCA Pattern Reconstruction via Approximate Pre-Images,"B Schölkopf, S Mika, A Smola, G Rätsch, KR Müller","ICANN 98: Proceedings of the 8th International Conference on Artificial …, 1998",171,1998
Bernhard Schölkopf,Classifying EEG and ECoG signals without subject training for fast BCI implementation: comparison of nonparalyzed and completely paralyzed subjects,"NJ Hill, TN Lal, M Schroder, T Hinterberger, B Wilhelm, F Nijboer, ...","IEEE transactions on neural systems and rehabilitation engineering 14 (2 …, 2006",170,2006
Bernhard Schölkopf,Injective Hilbert space embeddings of probability measures,"BK Sriperumbudur, A Gretton, K Fukumizu, G Lanckriet, B Schölkopf","21st Annual Conference on Learning Theory (COLT 2008), 111-122, 2008",169,2008
Bernhard Schölkopf,Kernel machine based learning for multi-view face detection and pose estimation,"SZ Li, Q Fu, L Gu, B Scholkopf, Y Cheng, H Zhang","Proceedings Eighth IEEE International Conference on Computer Vision. ICCV …, 2001",169,2001
Bernhard Schölkopf,Transductive classification via local learning regularization,"M Wu, B Schölkopf","Proceedings of the 11th International Conference on Artificial Intelligence …, 2007",165,2007
Bernhard Schölkopf,Online video deblurring via dynamic temporal blending network,"T Hyun Kim, K Mu Lee, B Scholkopf, M Hirsch","Proceedings of the IEEE international conference on computer vision, 4038-4047, 2017",164,2017
Bernhard Schölkopf,Robustly disentangled causal mechanisms: Validating deep representations for interventional robustness,"R Suter, D Miladinovic, B Schölkopf, S Bauer","International Conference on Machine Learning, 6056-6065, 2019",163,2019
Bernhard Schölkopf,Learning independent causal mechanisms,"G Parascandolo, N Kilbertus, M Rojas-Carulla, B Schölkopf","International Conference on Machine Learning, 4036-4044, 2018",163,2018
Bernhard Schölkopf,Disentangling factors of variation using few labels,"F Locatello, M Tschannen, S Bauer, G Rätsch, B Schölkopf, O Bachem","arXiv preprint arXiv:1905.01258, 2019",162,2019
Bernhard Schölkopf,Identifiability of causal graphs using functional models,"J Peters, J Mooij, D Janzing, B Schölkopf","arXiv preprint arXiv:1202.3757, 2012",162,2012
Bernhard Schölkopf,Introduction to semi-supervised learning,"O Chapelle, B Schölkopf, A Zien","MIT press, 2006",162,2006
Bernhard Schölkopf,Learning from labeled and unlabeled data using random walks,"D Zhou, B Schölkopf","Joint Pattern Recognition Symposium, 237-244, 2004",161,2004
Bernhard Schölkopf,Interactive images,"B Schoelkopf, K Toyama, MT Uyttendaele","US Patent 7,120,293, 2006",160,2006
Bernhard Schölkopf,Space-variant single-image blind deconvolution for removing camera shake,"S Harmeling, H Michael, B Schölkopf","Advances in Neural Information Processing Systems 23, 2010",159,2010
Bernhard Schölkopf,Feature Selection for Support Vector Machines by Means of Genetic Algorithms.,"H Fröhlich, O Chapelle, B Schölkopf","ICTAI 3, 142, 2003",159,2003
Bernhard Schölkopf,Enhancing human learning via spaced repetition optimization,"B Tabibian, U Upadhyay, A De, A Zarezade, B Schölkopf, ...","Proceedings of the National Academy of Sciences 116 (10), 3988-3993, 2019",158,2019
Bernhard Schölkopf,Regression by dependence minimization and its application to causal inference in additive noise models,"J Mooij, D Janzing, J Peters, B Schölkopf","Proceedings of the 26th annual international conference on machine learning …, 2009",158,2009
Bernhard Schölkopf,Uncovering the structure and temporal dynamics of information propagation,"MG Rodriguez, J Leskovec, D Balduzzi, B Schölkopf","Network Science 2 (1), 26-65, 2014",156,2014
Bernhard Schölkopf,Mask-specific inpainting with deep neural networks,"R Köhler, C Schuler, B Schölkopf, S Harmeling","Pattern Recognition: 36th German Conference, GCPR 2014, Münster, Germany …, 2014",154,2014
Bernhard Schölkopf,Support vector novelty detection applied to jet engine vibration spectra,"P Hayton, B Schölkopf, L Tarassenko, P Anuzis","Advances in neural information processing systems 13, 2000",153,2000
Bernhard Schölkopf,Support vector machines: A practical consequence of learning theory,B Scholkopf,"IEEE Intelligent systems 13, 1998",153,1998
Bernhard Schölkopf,Robust EEG channel selection across subjects for brain-computer interfaces,"M Schröder, TN Lal, T Hinterberger, M Bogdan, NJ Hill, N Birbaumer, ...","EURASIP Journal on Advances in Signal Processing 2005, 1-10, 2005",152,2005
Bernhard Schölkopf,Spatio-temporal transformer network for video restoration,"TH Kim, MSM Sajjadi, M Hirsch, B Scholkopf","Proceedings of the European conference on computer vision (ECCV), 106-122, 2018",151,2018
Bernhard Schölkopf,Causal discovery from heterogeneous/nonstationary data,"B Huang, K Zhang, J Zhang, J Ramsey, R Sanchez-Romero, C Glymour, ...","The Journal of Machine Learning Research 21 (1), 3482-3534, 2020",149,2020
Bernhard Schölkopf,From optimal transport to generative modeling: the VEGAN cookbook,"O Bousquet, S Gelly, I Tolstikhin, CJ Simon-Gabriel, B Schoelkopf","arXiv preprint arXiv:1705.07642, 2017",148,2017
Bernhard Schölkopf,Learning neural causal models from unknown interventions,"NR Ke, O Bilaniuk, A Goyal, S Bauer, H Larochelle, B Schölkopf, ...","arXiv preprint arXiv:1910.01075, 2019",147,2019
Bernhard Schölkopf,Evaluating predictive uncertainty challenge,"J Quinonero-Candela, CE Rasmussen, F Sinz, O Bousquet, B Schölkopf","Machine Learning Challenges Workshop, 1-27, 2005",144,2005
Bernhard Schölkopf,Overlap and refractory effects in a brain–computer interface speller based on the visual P300 event-related potential,"SMM Martens, NJ Hill, J Farquhar, B Schölkopf","Journal of neural engineering 6 (2), 026003, 2009",143,2009
Bernhard Schölkopf,General cost functions for support vector regression.,"AJ Smola, B Schölkopf, KR Müller","Ninth Australian Conference on Neural Networks (ACNN 1998), 79-83, 1998",143,1998
Bernhard Schölkopf,Learning blind motion deblurring,"P Wieschollek, M Hirsch, B Scholkopf, H Lensch","Proceedings of the IEEE international conference on computer vision, 231-240, 2017",141,2017
Bernhard Schölkopf,Causal influence of gamma oscillations on the sensorimotor rhythm,"M Grosse-Wentrup, B Schölkopf, J Hill","NeuroImage 56 (2), 837-842, 2011",141,2011
Bernhard Schölkopf,Probabilistic latent variable models for distinguishing between cause and effect,"O Stegle, D Janzing, K Zhang, JM Mooij, B Schölkopf","Advances in neural information processing systems 23, 2010",141,2010
Bernhard Schölkopf,"A survey of algorithmic recourse: definitions, formulations, solutions, and prospects","AH Karimi, G Barthe, B Schölkopf, I Valera","arXiv preprint arXiv:2010.04050, 2020",140,2020
Bernhard Schölkopf,Algorithmic recourse under imperfect causal knowledge: a probabilistic approach,"AH Karimi, J Von Kügelgen, B Schölkopf, I Valera","Advances in neural information processing systems 33, 265-277, 2020",139,2020
Bernhard Schölkopf,A systematic search for transiting planets in the K2 data,"D Foreman-Mackey, BT Montet, DW Hogg, TD Morton, D Wang, ...","The Astrophysical Journal 806 (2), 215, 2015",138,2015
Bernhard Schölkopf,An auditory paradigm for brain-computer interfaces,"N Hill, T Lal, K Bierig, N Birbaumer, B Schölkopf","Advances in neural information processing systems 17, 2004",138,2004
Bernhard Schölkopf,"Estimating diffusion network structures: Recovery conditions, sample complexity & soft-thresholding algorithm","H Daneshmand, M Gomez-Rodriguez, L Song, B Schoelkopf","International conference on machine learning, 793-801, 2014",136,2014
Bernhard Schölkopf,An improved training algorithm for kernel fisher discriminants,"S Mika, AJ Smola, B Schölkopf","International Workshop on Artificial Intelligence and Statistics, 209-215, 2001",136,2001
Bernhard Schölkopf,A Permutation-Based Kernel Conditional Independence Test.,"G Doran, K Muandet, K Zhang, B Schölkopf","UAI, 132-141, 2014",133,2014
Bernhard Schölkopf,A direct method for building sparse kernel learning algorithms.,"M Wu, B Schölkopf, G Bakır, N Cristianini","Journal of Machine Learning Research 7 (4), 2006",133,2006
Bernhard Schölkopf,Feature selection and transduction for prediction of molecular bioactivity for drug design,"J Weston, F Pérez-Cruz, O Bousquet, O Chapelle, A Elisseeff, B Schölkopf","Bioinformatics 19 (6), 764, 2003",133,2003
Bernhard Schölkopf,Causal discovery from nonstationary/heterogeneous data: Skeleton estimation and orientation determination,"K Zhang, B Huang, J Zhang, C Glymour, B Schölkopf","IJCAI: Proceedings of the Conference 2017, 1347, 2017",129,2017
Bernhard Schölkopf,Support vector regression for black-box system identification,"A Gretton, A Doucet, R Herbrich, PJW Rayner, B Scholkopf","Proceedings of the 11th IEEE Signal Processing Workshop on Statistical …, 2001",129,2001
Bernhard Schölkopf,Learning explanations that are hard to vary,"G Parascandolo, A Neitz, A Orvieto, L Gresele, B Schölkopf","arXiv preprint arXiv:2009.00329, 2020",127,2020
Bernhard Schölkopf,easyGWAS: a cloud-based platform for comparing the results of genome-wide association studies,"DG Grimm, D Roqueiro, PA Salomé, S Kleeberger, B Greshake, W Zhu, ...","The Plant Cell 29 (1), 5-19, 2017",127,2017
Bernhard Schölkopf,Regularized principal manifolds,"A Smola, S Mika, B Schölkopf, R Williamson","MIT Press, 2001",124,2001
Bernhard Schölkopf,"Data scarcity, robustness and extreme multi-label classification","R Babbar, B Schölkopf","Machine Learning 108 (8-9), 1329-1351, 2019",123,2019
Bernhard Schölkopf,Linear programs for automatic accuracy control in regression,"A Smola, B Scholkopf, G Ratsch","1999 Ninth International Conference on Artificial Neural Networks ICANN 99 …, 1999",122,1999
Bernhard Schölkopf,Real-time gravitational wave science with neural posterior estimation,"M Dax, SR Green, J Gair, JH Macke, A Buonanno, B Schölkopf","Physical review letters 127 (24), 241103, 2021",120,2021
Bernhard Schölkopf,Convolutional neural networks: A magic bullet for gravitational-wave detection?,"TD Gebhard, N Kilbertus, I Harry, B Schölkopf","Physical Review D 100 (6), 063015, 2019",120,2019
Bernhard Schölkopf,An online brain–computer interface based on shifting attention to concurrent streams of auditory stimuli,"NJ Hill, B Schölkopf","Journal of Neural Engineering 9, 026011, 2012",120,2012
Bernhard Schölkopf,SV estimation of a distribution’s support,"B SchölkopfÜ, RC Williamson, A SmolaÜ, J Shawe-TaylorÝ","Adv. Neural Inf. Process. Syst 41, 582-588, 2000",120,2000
Bernhard Schölkopf,Classification on proximity data with LP-machines,"T Graepel, R Herbrich, B Scholkopf, A Smola, P Bartlett, KR Muller, ...","IET Digital Library, 1999",119,1999
Bernhard Schölkopf,Semiparametric support vector and linear programming machines,"A Smola, TT Frieß, B Schölkopf","Advances in neural information processing systems 11, 1998",119,1998
Bernhard Schölkopf,Non-stationary correction of optical aberrations,"CJ Schuler, M Hirsch, S Harmeling, B Schölkopf","2011 International Conference on Computer Vision, 659-666, 2011",117,2011
Bernhard Schölkopf,Improving the Caenorhabditis elegans Genome Annotation Using Machine Learning,"G Rätsch, S Sonnenburg, J Srinivasan, H Witte, KR Müller, RJ Sommer, ...","PLoS Computational Biology 3 (2), e20, 2007",117,2007
Bernhard Schölkopf,Flexible spatio-temporal networks for video prediction,"C Lu, M Hirsch, B Scholkopf","Proceedings of the IEEE Conference on Computer Vision and Pattern …, 2017",114,2017
Bernhard Schölkopf,Generalized score functions for causal discovery,"B Huang, K Zhang, Y Lin, B Schölkopf, C Glymour","Proceedings of the 24th ACM SIGKDD international conference on knowledge …, 2018",113,2018
Bernhard Schölkopf,At-TAX: a whole genome tiling array resource for developmental expression analysis and transcript identification in Arabidopsis thaliana,"S Laubinger, G Zeller, SR Henz, T Sachsenberg, CK Widmer, N Naouar, ...","Genome biology 9, 1-16, 2008",113,2008
Bernhard Schölkopf,"Fast approximation of support vector kernel expansions, and an interpretation of clustering as approximation in feature spaces","B Schölkopf, P Knirsch, A Smola, C Burges","Mustererkennung 1998: 20. DAGM-Symposium Stuttgart, 29. September–1. Oktober …, 1998",113,1998
Bernhard Schölkopf,On the transfer of inductive bias from simulation to the real world: a new disentanglement dataset,"MW Gondal, M Wuthrich, D Miladinovic, F Locatello, M Breidt, V Volchkov, ...","Advances in Neural Information Processing Systems 32, 2019",112,2019
Bernhard Schölkopf,Remote sensing feature selection by kernel dependence measures,"G Camps-Valls, J Mooij, B Scholkopf","IEEE Geoscience and Remote Sensing Letters 7 (3), 587-591, 2010",112,2010
Bernhard Schölkopf,An analysis of inference with the universum,"O Chapelle, A Agarwal, FH Sinz, B Schölkopf","Advances in neural information processing systems, 1369-1376, 2008",111,2008
Bernhard Schölkopf,Learning inverse dynamics: a comparison,"D Nguyen-Tuong, J Peters, M Seeger, B Schölkopf","European symposium on artificial neural networks, 2008",110,2008
Bernhard Schölkopf,Foundations of structural causal models with cycles and latent variables,"S Bongers, P Forré, J Peters, JM Mooij","The Annals of Statistics 49 (5), 2885-2915, 2021",109,2021
Bernhard Schölkopf,Minimax estimation of maximum mean discrepancy with radial kernels,"IO Tolstikhin, BK Sriperumbudur, B Schölkopf","Advances in Neural Information Processing Systems 29, 2016",109,2016
Bernhard Schölkopf,Causal interpretation rules for encoding and decoding models in neuroimaging,"S Weichwald, T Meyer, O Özdenizci, B Schölkopf, T Ball, ...","Neuroimage 110, 48-59, 2015",109,2015
Bernhard Schölkopf,Sparse kernel feature analysis,"AJ Smola, OL Mangasarian, B Schölkopf","Classification, Automation, and New Media: Proceedings of the 24th Annual …, 2002",109,2002
Bernhard Schölkopf,GACV for support vector machines,"AJ Smola, P Bartlett, B Schölkopf, D Schuurmans","MIT Press, 2000",109,2000
Bernhard Schölkopf,Support vector machines for 3D shape processing,"F Steinke, B Schölkopf, V Blanz","Computer Graphics Forum 24 (3), 285-294, 2005",107,2005
Bernhard Schölkopf,A Short Introduction to Learning with Kernels,"B Schölkopf, AJ Smola","Proceedings of the Machine Learning Summer School, 2003",106,2003
Bernhard Schölkopf,From regularization operators to support vector kernels,"A Smola, B Schölkopf","Advances in Neural information processing systems 10, 1997",106,1997
Bernhard Schölkopf,Causalworld: A robotic manipulation benchmark for causal structure and transfer learning,"O Ahmed, F Träuble, A Goyal, A Neitz, Y Bengio, B Schölkopf, M Wüthrich, ...","arXiv preprint arXiv:2010.04296, 2020",105,2020
Bernhard Schölkopf,EPIBLASTER-fast exhaustive two-locus epistasis detection strategy using graphical processing units,"T Kam-Thong, D Czamara, K Tsuda, K Borgwardt, CM Lewis, ...","European Journal of Human Genetics 19 (4), 465-471, 2010",105,2010
Bernhard Schölkopf,Characteristic kernels on groups and semigroups,"K Fukumizu, A Gretton, B Schölkopf, BK Sriperumbudur","Advances in neural information processing systems 21, 2008",105,2008
Bernhard Schölkopf,The population of long-period transiting exoplanets,"D Foreman-Mackey, TD Morton, DW Hogg, E Agol, B Schölkopf","The Astronomical Journal 152 (6), 206, 2016",104,2016
Bernhard Schölkopf,Blind retrospective motion correction of MR images,"A Loktyushin, H Nickisch, R Pohmann, B Schölkopf","Magnetic resonance in medicine 70 (6), 1608-1618, 2013",103,2013
Bernhard Schölkopf,Gaussian process-based predictive control for periodic error correction,"ED Klenske, MN Zeilinger, B Schölkopf, P Hennig","IEEE Transactions on Control Systems Technology 24 (1), 110-121, 2015",102,2015
Bernhard Schölkopf,On causal discovery with cyclic additive noise models,"JM Mooij, D Janzing, T Heskes, B Schölkopf","Advances in neural information processing systems 24, 2011",102,2011
Bernhard Schölkopf,QP Algorithms with Guaranteed Accuracy and Run Time for Support Vector Machines.,"D Hush, P Kelly, C Scovel, I Steinwart, B Schölkopf","Journal of Machine Learning Research 7 (5), 2006",101,2006
Bernhard Schölkopf,A brain computer interface with online feedback based on magnetoencephalography,"TN Lal, M Schröder, NJ Hill, H Preissl, T Hinterberger, J Mellinger, ...","Proceedings of the 22nd international conference on Machine learning, 465-472, 2005",101,2005
Bernhard Schölkopf,Local alignment kernels for biological sequences,"JP Vert, H Saigo, T Akutsu","Kernel methods in computational biology, 131-154, 2004",101,2004
Bernhard Schölkopf,Seeing the arrow of time,"LC Pickup, Z Pan, D Wei, YC Shih, C Zhang, A Zisserman, B Scholkopf, ...","Proceedings of the IEEE Conference on Computer Vision and Pattern …, 2014",100,2014
Bernhard Schölkopf,Learning similarity measure for multi-modal 3D image registration,"D Lee, M Hofmann, F Steinke, Y Altun, ND Cahill, B Scholkopf","2009 IEEE Conference on Computer Vision and Pattern Recognition, 186-193, 2009",100,2009
Bernhard Schölkopf,Shifts of gamma phase across primary visual cortical sites reflect dynamic stimulus-modulated information transfer,"M Besserve, SC Lowe, NK Logothetis, B Schölkopf, S Panzeri","PLoS biology 13 (9), e1002257, 2015",99,2015
Bernhard Schölkopf,A kernel approach for learning from almost orthogonal patterns,"B Schölkopf, J Weston, E Eskin, C Leslie, WS Noble","Machine Learning: ECML 2002: 13th European Conference on Machine Learning …, 2002",99,2002
Bernhard Schölkopf,First-order adversarial vulnerability of neural networks and input dimension,"CJ Simon-Gabriel, Y Ollivier, L Bottou, B Schölkopf, D Lopez-Paz","International conference on machine learning, 5809-5817, 2019",98,2019
Bernhard Schölkopf,Support vector machines and kernel algorithms,"B Schölkopf, A Smola","Encyclopedia of Biostatistics, 5328-5335, 2005",98,2005
Bernhard Schölkopf,Robust ensemble learning,"G Rätsch, B Schölkopf, A Smola, S Mika, T Onoda, KR Muller","Advances in large margin classifiers, 2000",98,2000
Bernhard Schölkopf,One-class support measure machines for group anomaly detection,"K Muandet, B Schölkopf","arXiv preprint arXiv:1303.0309, 2013",97,2013
Bernhard Schölkopf,From ordinary differential equations to structural causal models: the deterministic case,"JM Mooij, D Janzing, B Schölkopf","Proceedings of the 29th Annual Conference on Uncertainty in Artificial …, 2013",97,2013
Bernhard Schölkopf,Smola. Learning with kernels,"B Schölkopf, J ALEXANDER","Citeseer, 2002",97,2002
Bernhard Schölkopf,Submodular inference of diffusion networks from multiple trees,"MG Rodriguez, B Schölkopf","arXiv preprint arXiv:1205.1671, 2012",96,2012
Bernhard Schölkopf,Support vector machines,"B Schölkopf, A Smola","Encyclopedia of Biostatistics, 2005",96,2005
Bernhard Schölkopf,"Learning with kernels: Support Vector Machines, regularization, optimization, and beyond","AJ Smola, B Schölkopf","Optimization and Beyond: MIT press, 2002",96,2002
Bernhard Schölkopf,Incorporating invariances in non-linear support vector machines,"O Chapelle, B Schölkopf","Advances in neural information processing systems 14, 2001",96,2001
Bernhard Schölkopf,On disentangled representations learned from correlated data,"F Träuble, E Creager, N Kilbertus, F Locatello, A Dittadi, A Goyal, ...","International Conference on Machine Learning, 10401-10412, 2021",93,2021
Bernhard Schölkopf,Causal consistency of structural equation models,"PK Rubenstein, S Weichwald, S Bongers, JM Mooij, D Janzing, ...","arXiv preprint arXiv:1707.00819, 2017",93,2017
Bernhard Schölkopf,A tutorial on support vector regression,"J Smola Alex, S Bernhard","Statistics and computing 14 (3), 199-222, 2004",93,2004
Bernhard Schölkopf,Counterfactuals uncover the modular structure of deep generative models,"M Besserve, A Mehrjou, R Sun, B Schölkopf","arXiv preprint arXiv:1812.03253, 2018",92,2018
Bernhard Schölkopf,High gamma-power predicts performance in sensorimotor-rhythm brain-computer interfaces,"M Grosse-Wentrup, B Schölkopf","Journal of Neural Engineering} 9 (4), 1991-2000, 2012",92,2012
Bernhard Schölkopf,The representer theorem for Hilbert spaces: a necessary and sufficient condition,"F Dinuzzo, B Schölkopf","Advances in neural information processing systems 25, 2012",92,2012
Bernhard Schölkopf,Semi-supervised learning,"C Olivier, S Bernhard, Z Alexander","IEEE Transactions on Neural Networks 20 (3), 542-542, 2006",92,2006
Bernhard Schölkopf,Discovering temporal causal relations from subsampled data,"M Gong, K Zhang, B Schoelkopf, D Tao, P Geiger","International Conference on Machine Learning, 1898-1906, 2015",90,2015
Bernhard Schölkopf,Towards brain-robot interfaces in stroke rehabilitation,"M Gomez-Rodriguez, M Grosse-Wentrup, J Hill, A Gharabaghi, ...","2011 IEEE International Conference on Rehabilitation Robotics, 1-6, 2011",90,2011
Bernhard Schölkopf,"Classifying event-related desynchronization in EEG, ECoG and MEG signals","NJ Hill, TN Lal, M Schröder, T Hinterberger, G Widman, CE Elger, ...","Pattern Recognition: 28th DAGM Symposium, Berlin, Germany, September 12-14 …, 2006",90,2006
Bernhard Schölkopf,Efficient face detection by a cascaded support–vector machine expansion,"S Romdhani, P Torr, B Schölkopf, A Blake","Proceedings of the Royal Society of London. Series A: Mathematical, Physical …, 2004",90,2004
Bernhard Schölkopf,Generalization and similarity in exemplar models of categorization: Insights from machine learning,"F Jäkel, B Schölkopf, FA Wichmann","Psychonomic Bulletin & Review 15, 256-271, 2008",89,2008
Bernhard Schölkopf,Causal relationships between frequency bands of extracellular signals in visual cortex revealed by an information theoretic analysis,"M Besserve, B Schölkopf, NK Logothetis, S Panzeri","Journal of computational neuroscience 29, 547-566, 2010",88,2010
Bernhard Schölkopf,A kernel-based causal learning algorithm,"X Sun, D Janzing, B Schölkopf, K Fukumizu","Proceedings of the 24th international conference on Machine learning, 855-862, 2007",88,2007
Bernhard Schölkopf,"Kernel distribution embeddings: Universal kernels, characteristic kernels and kernel metrics on distributions","CJ Simon-Gabriel, B Schölkopf","The Journal of Machine Learning Research 19 (1), 1708-1736, 2018",87,2018
Bernhard Schölkopf,On estimation of functional causal models: general results and application to the post-nonlinear causal model,"K Zhang, Z Wang, J Zhang, B Schölkopf","ACM Transactions on Intelligent Systems and Technology (TIST) 7 (2), 1-22, 2015",86,2015
Bernhard Schölkopf,Acquiring web page information without commitment to downloading the web page,"L Heilbron, JC Platt, PY Simard, B Schoelkopf","US Patent 7,565,409, 2009",86,2009
Bernhard Schölkopf,A tutorial on kernel methods for categorization,"F Jäkel, B Schölkopf, FA Wichmann","Journal of Mathematical Psychology 51 (6), 343-358, 2007",86,2007
Bernhard Schölkopf,Discriminative k-shot learning using probabilistic models,"M Bauer, M Rojas-Carulla, JB Świątkowski, B Schölkopf, RE Turner","arXiv preprint arXiv:1706.00326, 2017",81,2017
Bernhard Schölkopf,Identifying cause and effect on discrete data using additive noise models,"J Peters, D Janzing, B Schölkopf","Proceedings of the thirteenth international conference on artificial …, 2010",81,2010
Bernhard Schölkopf,Kernel methods for implicit surface modeling,"B Schölkopf, J Giesen, S Spalinger","Advances in neural information processing systems, 1193-1200, 2004",81,2004
Bernhard Schölkopf,Sparse multiscale Gaussian process regression,"C Walder, KI Kim, B Schölkopf","Proceedings of the 25th international conference on Machine learning, 1112-1119, 2008",80,2008
Bernhard Schölkopf,Contour-propagation algorithms for semi-automated reconstruction of neural processes,"JH Macke, N Maack, R Gupta, W Denk, B Schölkopf, A Borst","Journal of neuroscience methods 167 (2), 349-357, 2008",80,2008
Bernhard Schölkopf,Learning causality and causality-related learning: some recent progress,"K Zhang, B Schölkopf, P Spirtes, C Glymour","National science review 5 (1), 26-29, 2018",79,2018
Bernhard Schölkopf,Kernel constrained covariance for dependence measurement,"A Gretton, A Smola, O Bousquet, R Herbrich, A Belitski, M Augath, ...",,79,2005
Bernhard Schölkopf,Introduction to support vector learning,"B Scholkopf, C Burges, A Smola","Advances in Kernel Methods-Support Vector Learning, 356, 1999",79,1999
Bernhard Schölkopf,Learning strategies in table tennis using inverse reinforcement learning,"K Muelling, A Boularias, B Mohler, B Schölkopf, J Peters","Biological cybernetics 108, 603-619, 2014",78,2014
Bernhard Schölkopf,Tailoring density estimation via reproducing kernel moment matching,"L Song, X Zhang, A Smola, A Gretton, B Schölkopf","Proceedings of the 25th international conference on Machine learning, 992-999, 2008",77,2008
Bernhard Schölkopf,How to find interesting locations in video: a spatiotemporal interest point detector learned from human eye movements,"W Kienzle, B Schölkopf, FA Wichmann, MO Franz","Pattern Recognition: 29th DAGM Symposium, Heidelberg, Germany, September 12 …, 2007",77,2007
